level_0,index,pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score,type,upper_ci_holdout,lower_ci_holdout,operator_count
4,133,"MultinomialNB(SelectPercentile(BernoulliNB(PolynomialFeatures(RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.8500000000000001, RandomForestClassifier__min_samples_leaf=19, RandomForestClassifier__min_samples_split=11, RandomForestClassifier__n_estimators=100), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=False), SelectPercentile__percentile=26), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.8080926799440951,38,0.7112068965517241,0.7232152028762198,NSGA-II,0.7695250101442952,0.652888782959153,5
3,51,"MultinomialNB(VarianceThreshold(MultinomialNB(RandomForestClassifier(DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=17), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.4, RandomForestClassifier__min_samples_leaf=20, RandomForestClassifier__min_samples_split=15, RandomForestClassifier__n_estimators=100), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False), VarianceThreshold__threshold=0.0005), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.8008818134171909,15,0.7112068965517241,0.7868515665125835,NSGA-II,0.7695250101442952,0.652888782959153,5
3,144,"MultinomialNB(BernoulliNB(MLPClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.45, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.25), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), BernoulliNB__alpha=100.0, BernoulliNB__fit_prior=False), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False)",0.8131503319357094,44,0.7413793103448276,0.816743708269132,NSGA-II,0.7977254208502798,0.6850331998393755,4
2,48,"SGDClassifier(FastICA(MLPClassifier(input_matrix, MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=0.001), FastICA__tol=0.8), SGDClassifier__alpha=0.001, SGDClassifier__eta0=0.1, SGDClassifier__fit_intercept=False, SGDClassifier__l1_ratio=0.0, SGDClassifier__learning_rate=constant, SGDClassifier__loss=hinge, SGDClassifier__penalty=elasticnet, SGDClassifier__power_t=0.5)",0.8261010656883299,19,0.728448275862069,0.8025680534155111,NSGA-II,0.7856801174936601,0.6712164342304778,3
2,99,"MultinomialNB(LinearSVC(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.2, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), LinearSVC__C=25.0, LinearSVC__dual=True, LinearSVC__loss=squared_hinge, LinearSVC__penalty=l2, LinearSVC__tol=0.0001), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8113792802236197,36,0.7241379310344828,0.8002054442732409,NSGA-II,0.781651288588195,0.6666245734807705,3
4,191,"GaussianNB(AdaBoostClassifier(AdaBoostClassifier(MLPClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.5), MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.001), AdaBoostClassifier__learning_rate=0.01, AdaBoostClassifier__n_estimators=100), AdaBoostClassifier__learning_rate=0.01, AdaBoostClassifier__n_estimators=50))",0.8250082983927325,44,0.7456896551724138,0.8089368258859784,NSGA-II,0.801726432542426,0.6896528778024016,5
3,76,"BernoulliNB(RandomForestClassifier(CombineDFs(SelectFwe(input_matrix, SelectFwe__alpha=0.035), MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01)), RandomForestClassifier__bootstrap=False, RandomForestClassifier__criterion=gini, RandomForestClassifier__max_features=0.9000000000000001, RandomForestClassifier__min_samples_leaf=13, RandomForestClassifier__min_samples_split=3, RandomForestClassifier__n_estimators=100), BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.8041282320055906,24,0.7887931034482759,0.8008731381612737,NSGA-II,0.8413158802943402,0.7362703266022116,4
2,63,"MultinomialNB(MinMaxScaler(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.001, GradientBoostingClassifier__max_depth=7, GradientBoostingClassifier__max_features=1.0, GradientBoostingClassifier__min_samples_leaf=7, GradientBoostingClassifier__min_samples_split=15, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.6500000000000001)), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8064950209643605,24,0.728448275862069,0.8002054442732409,NSGA-II,0.7856801174936601,0.6712164342304778,3
3,50,"BernoulliNB(DecisionTreeClassifier(CombineDFs(SelectFwe(DecisionTreeClassifier(SelectPercentile(CombineDFs(input_matrix, input_matrix), SelectPercentile__percentile=34), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=13), SelectFwe__alpha=0.023), CombineDFs(input_matrix, input_matrix)), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=13), BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False)",0.8112285988819007,21,0.728448275862069,0.7822290703646636,NSGA-II,0.7856801174936601,0.6712164342304778,5
3,193,"GaussianNB(RandomForestClassifier(Normalizer(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.001), Normalizer__norm=max), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=gini, RandomForestClassifier__max_features=0.8500000000000001, RandomForestClassifier__min_samples_leaf=12, RandomForestClassifier__min_samples_split=15, RandomForestClassifier__n_estimators=100))",0.8207835429769392,56,0.7672413793103449,0.8124293785310734,NSGA-II,0.8216203490338488,0.7128624095868409,4
2,88,"MultinomialNB(RandomForestClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.046), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.9500000000000001, RandomForestClassifier__min_samples_leaf=18, RandomForestClassifier__min_samples_split=13, RandomForestClassifier__n_estimators=100), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.8120571278825995,30,0.728448275862069,0.7917822290703647,NSGA-II,0.7856801174936601,0.6712164342304778,3
3,44,"MultinomialNB(VarianceThreshold(ExtraTreesClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.012), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=entropy, ExtraTreesClassifier__max_features=0.7500000000000001, ExtraTreesClassifier__min_samples_leaf=17, ExtraTreesClassifier__min_samples_split=3, ExtraTreesClassifier__n_estimators=100), VarianceThreshold__threshold=0.005), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8076642208245982,19,0.7025862068965517,0.7908577298407807,NSGA-II,0.7614085664670778,0.6437638473260257,4
4,82,"MultinomialNB(MinMaxScaler(SelectFwe(LogisticRegression(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.3, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.25), LogisticRegression__C=20.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), SelectFwe__alpha=0.001)), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False)",0.8113797169811321,22,0.7456896551724138,0.8032871083718541,NSGA-II,0.801726432542426,0.6896528778024016,5
4,177,"BernoulliNB(GradientBoostingClassifier(MultinomialNB(ExtraTreesClassifier(AdaBoostClassifier(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.001, GradientBoostingClassifier__max_depth=2, GradientBoostingClassifier__max_features=0.8500000000000001, GradientBoostingClassifier__min_samples_leaf=16, GradientBoostingClassifier__min_samples_split=15, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.7000000000000001), AdaBoostClassifier__learning_rate=0.001, AdaBoostClassifier__n_estimators=100), ExtraTreesClassifier__bootstrap=False, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=1.0, ExtraTreesClassifier__min_samples_leaf=18, ExtraTreesClassifier__min_samples_split=6, ExtraTreesClassifier__n_estimators=100), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), GradientBoostingClassifier__learning_rate=0.001, GradientBoostingClassifier__max_depth=4, GradientBoostingClassifier__max_features=0.55, GradientBoostingClassifier__min_samples_leaf=12, GradientBoostingClassifier__min_samples_split=2, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.45), BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.8238626834381553,41,0.7198275862068966,0.7736004108885465,NSGA-II,0.777615765015621,0.6620394073981721,6
2,132,"MultinomialNB(DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.049), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=13, DecisionTreeClassifier__min_samples_split=2), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.8176179245283018,39,0.7112068965517241,0.7798664612223934,NSGA-II,0.7695250101442952,0.652888782959153,3
3,14,"BernoulliNB(RandomForestClassifier(RFE(BernoulliNB(input_matrix, BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False), RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.8500000000000001, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.15000000000000002), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=gini, RandomForestClassifier__max_features=0.05, RandomForestClassifier__min_samples_leaf=17, RandomForestClassifier__min_samples_split=17, RandomForestClassifier__n_estimators=100), BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7910779175401815,5,0.728448275862069,0.7971237801746277,NSGA-II,0.7856801174936601,0.6712164342304778,4
3,104,"MultinomialNB(DecisionTreeClassifier(SelectPercentile(LinearSVC(input_matrix, LinearSVC__C=20.0, LinearSVC__dual=True, LinearSVC__loss=hinge, LinearSVC__penalty=l2, LinearSVC__tol=0.0001), SelectPercentile__percentile=24), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=4), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8191758385744237,35,0.6810344827586207,0.7768875192604007,NSGA-II,0.7410092398072794,0.6210597257099619,4
4,375,"MultinomialNB(SelectPercentile(MLPClassifier(RFE(VarianceThreshold(ExtraTreesClassifier(input_matrix, ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=entropy, ExtraTreesClassifier__max_features=0.4, ExtraTreesClassifier__min_samples_leaf=14, ExtraTreesClassifier__min_samples_split=7, ExtraTreesClassifier__n_estimators=100), VarianceThreshold__threshold=0.01), RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.05, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.8), MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=1.0), SelectPercentile__percentile=67), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False)",0.8178843466107617,92,0.7198275862068966,0.7934257832562917,NSGA-II,0.777615765015621,0.6620394073981721,6
2,77,"MultinomialNB(RandomForestClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.032), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=gini, RandomForestClassifier__max_features=0.9500000000000001, RandomForestClassifier__min_samples_leaf=15, RandomForestClassifier__min_samples_split=4, RandomForestClassifier__n_estimators=100), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8148174353598883,27,0.7327586206896551,0.7929121725731896,NSGA-II,0.7897021524413496,0.6758150889379607,3
4,83,"MultinomialNB(MinMaxScaler(RFE(GradientBoostingClassifier(SGDClassifier(input_matrix, SGDClassifier__alpha=0.01, SGDClassifier__eta0=0.1, SGDClassifier__fit_intercept=True, SGDClassifier__l1_ratio=0.0, SGDClassifier__learning_rate=constant, SGDClassifier__loss=log, SGDClassifier__penalty=elasticnet, SGDClassifier__power_t=1.0), GradientBoostingClassifier__learning_rate=0.001, GradientBoostingClassifier__max_depth=2, GradientBoostingClassifier__max_features=0.6000000000000001, GradientBoostingClassifier__min_samples_leaf=10, GradientBoostingClassifier__min_samples_split=7, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=1.0), RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.6000000000000001, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.5)), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.814411250873515,26,0.6853448275862069,0.7858243451463791,NSGA-II,0.7451011808784276,0.6255884742939861,5
1,15,"BernoulliNB(VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.2), BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False)",0.7890120545073376,7,0.728448275862069,0.7931689779147406,NSGA-II,0.7856801174936601,0.6712164342304778,2
2,102,"MultinomialNB(LinearSVC(SelectPercentile(input_matrix, SelectPercentile__percentile=25), LinearSVC__C=1.0, LinearSVC__dual=True, LinearSVC__loss=hinge, LinearSVC__penalty=l2, LinearSVC__tol=0.1), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False)",0.8092256289308176,34,0.646551724137931,0.7895223420647149,NSGA-II,0.7080661039402589,0.5850373443356032,3
2,161,"LinearSVC(StandardScaler(CombineDFs(CombineDFs(input_matrix, input_matrix), CombineDFs(DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=4, DecisionTreeClassifier__min_samples_split=2), input_matrix))), LinearSVC__C=0.0001, LinearSVC__dual=False, LinearSVC__loss=squared_hinge, LinearSVC__penalty=l2, LinearSVC__tol=0.01)",0.8266098881900769,45,0.7155172413793104,0.7936312275295326,NSGA-II,0.7735736418475396,0.6574608409110811,3
5,101,"GaussianNB(AdaBoostClassifier(SelectPercentile(DecisionTreeClassifier(SelectFwe(MultinomialNB(SelectPercentile(input_matrix, SelectPercentile__percentile=32), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), SelectFwe__alpha=0.049), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=20), SelectPercentile__percentile=90), AdaBoostClassifier__learning_rate=1.0, AdaBoostClassifier__n_estimators=50))",0.8061412473794549,27,0.7112068965517241,0.7745249101181305,NSGA-II,0.7695250101442952,0.652888782959153,7
3,139,"MultinomialNB(SelectFwe(LogisticRegression(SelectPercentile(input_matrix, SelectPercentile__percentile=72), LogisticRegression__C=5.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), SelectFwe__alpha=0.024), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.8081332983927323,48,0.771551724137931,0.8129429892141756,NSGA-II,0.8255759489943363,0.7175274992815258,4
2,81,"MultinomialNB(SelectPercentile(GradientBoostingClassifier(RFE(MLPClassifier(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=1.0), RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.2, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.15000000000000002), GradientBoostingClassifier__learning_rate=0.001, GradientBoostingClassifier__max_depth=7, GradientBoostingClassifier__max_features=0.2, GradientBoostingClassifier__min_samples_leaf=6, GradientBoostingClassifier__min_samples_split=11, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.8), SelectPercentile__percentile=31), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False)",0.8189478511530398,34,0.6982758620689655,0.7330251669234721,NSGA-II,0.7573409182377687,0.6392108059001623,6
4,187,"GaussianNB(VarianceThreshold(SelectFwe(PolynomialFeatures(ExtraTreesClassifier(SGDClassifier(input_matrix, SGDClassifier__alpha=0.01, SGDClassifier__eta0=0.1, SGDClassifier__fit_intercept=False, SGDClassifier__l1_ratio=0.25, SGDClassifier__learning_rate=constant, SGDClassifier__loss=modified_huber, SGDClassifier__penalty=elasticnet, SGDClassifier__power_t=100.0), ExtraTreesClassifier__bootstrap=False, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.6500000000000001, ExtraTreesClassifier__min_samples_leaf=14, ExtraTreesClassifier__min_samples_split=12, ExtraTreesClassifier__n_estimators=100), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), SelectFwe__alpha=0.032), VarianceThreshold__threshold=0.005))",0.8212115653389238,46,0.6982758620689655,0.7285053929121725,NSGA-II,0.7573409182377687,0.6392108059001623,6
4,105,"GaussianNB(AdaBoostClassifier(MLPClassifier(SelectPercentile(MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01), SelectPercentile__percentile=89), MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=0.01), AdaBoostClassifier__learning_rate=0.01, AdaBoostClassifier__n_estimators=50))",0.8133931691125088,28,0.7629310344827587,0.8108371854134566,NSGA-II,0.8176568285602721,0.7082052404052452,5
2,97,"MultinomialNB(LogisticRegression(LinearSVC(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.15000000000000002, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.5), LinearSVC__C=0.1, LinearSVC__dual=True, LinearSVC__loss=squared_hinge, LinearSVC__penalty=l2, LinearSVC__tol=1e-05), LogisticRegression__C=15.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8082206498951783,38,0.7672413793103449,0.8124293785310734,NSGA-II,0.8216203490338488,0.7128624095868409,4
4,151,"XGBClassifier(RobustScaler(SelectPercentile(MinMaxScaler(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01)), SelectPercentile__percentile=23)), XGBClassifier__learning_rate=0.001, XGBClassifier__max_depth=10, XGBClassifier__min_child_weight=20, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.4, XGBClassifier__verbosity=0)",0.8164264500349405,41,0.7758620689655172,0.8176168464304057,NSGA-II,0.8295234713591507,0.7222006665718838,5
2,137,"MultinomialNB(SelectFwe(CombineDFs(input_matrix, RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.8, RandomForestClassifier__min_samples_leaf=12, RandomForestClassifier__min_samples_split=4, RandomForestClassifier__n_estimators=100)), SelectFwe__alpha=0.015), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.8182721872816213,32,0.7327586206896551,0.792295839753467,NSGA-II,0.7897021524413496,0.6758150889379607,3
5,113,"BernoulliNB(GaussianNB(StandardScaler(VarianceThreshold(OneHotEncoder(XGBClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=0.01), XGBClassifier__learning_rate=0.001, XGBClassifier__max_depth=3, XGBClassifier__min_child_weight=9, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.8, XGBClassifier__verbosity=0), OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), VarianceThreshold__threshold=0.0005))), BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.8169758909853251,30,0.7629310344827587,0.8040575243965075,NSGA-II,0.8176568285602721,0.7082052404052452,7
3,27,"BernoulliNB(CombineDFs(KNeighborsClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.5, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.9000000000000001), KNeighborsClassifier__n_neighbors=12, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=uniform), VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.2)), BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False)",0.8010556429070581,13,0.7327586206896551,0.8099640472521829,NSGA-II,0.7897021524413496,0.6758150889379607,4
